dimension,window,matured,utm_source,utm_medium,deals,deals_share_pct,apply_oku,apply_share_pct,filing_oku,decision_oku,payment_oku,filing_rate_pct,decision_rate_pct,payment_rate_pct,won_rate_pct,lost_rate_pct,open_rate_pct,yield_pct,avg_apply_manwon,avg_payment_per_deal_manwon,avg_lag_days
utm_source_medium,12M_cohort,True,google.adwords,(none),6,0.0,0.19,0.0,0.14,0.15,0.05,83.3,66.7,66.7,83.3,16.7,0.0,26.32,316.7,125.0,65.3
utm_source_medium,12M_cohort,True,pass,partner,6,0.0,0.28,0.0,0.22,0.22,0.08,83.3,66.7,50.0,50.0,33.3,16.7,28.57,466.7,266.7,193.0
utm_source_medium,12M_cohort,True,atlantruck,paid_display,5,0.0,0.02,0.0,0.02,0.02,0.01,100.0,80.0,80.0,80.0,20.0,0.0,50.0,40.0,25.0,64.5
utm_source_medium,12M_cohort,True,refund_pincrux,paid_cpa,5,0.0,0.22,0.0,0.05,0.01,0.0,40.0,20.0,20.0,20.0,80.0,0.0,0.0,440.0,0.0,291.0
utm_source_medium,12M_cohort,True,alrimtalk,(none),4,0.0,0.05,0.0,0.02,0.02,0.01,100.0,75.0,75.0,75.0,25.0,0.0,20.0,125.0,33.3,71.7
utm_source_medium,12M_cohort,True,channeltalk,refund_operation,4,0.0,0.19,0.0,0.21,0.21,0.08,100.0,100.0,50.0,50.0,0.0,50.0,42.11,475.0,400.0,78.0
utm_source_medium,12M_cohort,True,partner,blog,4,0.0,0.01,0.0,0.01,0.01,0.0,75.0,100.0,100.0,100.0,0.0,0.0,0.0,25.0,0.0,146.0
utm_source_medium,12M_cohort,True,portal,downbanner,4,0.0,0.19,0.0,0.07,0.03,0.01,50.0,25.0,25.0,25.0,75.0,0.0,5.26,475.0,100.0,63.0
utm_source_medium,12M_cohort,True,alrimtalk_manual,crm,3,0.0,0.2,0.0,0.3,,,100.0,0.0,0.0,0.0,33.3,66.7,0.0,666.7,,
utm_source_medium,12M_cohort,True,lgupluslms,paid_msg,3,0.0,0.05,0.0,0.04,0.02,0.01,100.0,33.3,33.3,33.3,33.3,33.3,20.0,166.7,100.0,243.0
utm_source_medium,12M_cohort,True,share,(none),3,0.0,0.42,0.0,0.02,0.02,0.01,100.0,100.0,100.0,100.0,0.0,0.0,2.38,1400.0,33.3,62.3
utm_source_medium,12M_cohort,True,alrimtalk.event,crm,2,0.0,0.12,0.0,0.06,,,50.0,0.0,0.0,0.0,100.0,0.0,0.0,600.0,,
utm_source_medium,12M_cohort,True,cafe24,paid_display,2,0.0,0.76,0.0,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3800.0,,
utm_source_medium,12M_cohort,True,facebook.business,paid_display_jig,2,0.0,0.04,0.0,0.01,,,50.0,0.0,0.0,0.0,100.0,0.0,0.0,200.0,,
utm_source_medium,12M_cohort,True,moneyquiz,paid_display,2,0.0,0.42,0.0,0.08,0.08,0.03,100.0,100.0,100.0,100.0,0.0,0.0,7.14,2100.0,150.0,98.0
utm_source_medium,12M_cohort,True,naver.performance_da,paid_display,2,0.0,0.03,0.0,0.02,0.02,0.01,50.0,0.0,50.0,50.0,50.0,0.0,33.33,150.0,100.0,110.0
utm_source_medium,12M_cohort,True,paid_search,naver,2,0.0,0.11,0.0,0.04,0.04,0.01,100.0,100.0,50.0,50.0,0.0,50.0,9.09,550.0,100.0,70.0
utm_source_medium,12M_cohort,True,payhere,paid_display,2,0.0,0.03,0.0,0.03,0.0,0.0,100.0,50.0,50.0,50.0,50.0,0.0,0.0,150.0,0.0,88.0
utm_source_medium,12M_cohort,True,ymyd,paid_msg,2,0.0,0.44,0.0,0.18,,,50.0,0.0,0.0,0.0,100.0,0.0,0.0,2200.0,,
utm_source_medium,12M_cohort,True,youtube,ownedmedia,2,0.0,0.35,0.0,0.18,0.18,0.06,100.0,100.0,100.0,100.0,0.0,0.0,17.14,1750.0,300.0,80.0
utm_source_medium,12M_cohort,True,yujinkim,sales,2,0.0,0.04,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,200.0,0.0,50.5
utm_source_medium,12M_cohort,True,acuonsb,partner,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,91.0
utm_source_medium,12M_cohort,True,adison.offerwall,paid_cpa,1,0.0,0.02,0.0,0.0,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,,
utm_source_medium,12M_cohort,True,buzzvil,paid_display,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,56.0
utm_source_medium,12M_cohort,True,bznav,bznav_main_banner,1,0.0,0.04,0.0,0.04,0.04,0.01,100.0,100.0,100.0,100.0,0.0,0.0,25.0,400.0,100.0,50.0
utm_source_medium,12M_cohort,True,bznav.homepage,(none),1,0.0,0.01,0.0,0.01,0.01,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,64.0
utm_source_medium,12M_cohort,True,capa,paid_msg,1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,,
utm_source_medium,12M_cohort,True,cfr_share,share_btn_click,1,0.0,0.19,0.0,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1900.0,,
utm_source_medium,12M_cohort,True,cookiesoven,paid_cpa,1,0.0,0.08,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,800.0,,
utm_source_medium,12M_cohort,True,display,v3,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,66.0
utm_source_medium,12M_cohort,True,facebook.business,th,1,0.0,0.01,0.0,0.0,,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,,
utm_source_medium,12M_cohort,True,friendtalk,(none),1,0.0,0.05,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,500.0,,
utm_source_medium,12M_cohort,True,gmarketbiz,(none),1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,,0.0,0.0,65.0
utm_source_medium,12M_cohort,True,gmoney,partner,1,0.0,0.01,0.0,0.01,0.01,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,97.0
utm_source_medium,12M_cohort,True,kakaochannel,(none),1,0.0,0.01,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,104.0
utm_source_medium,12M_cohort,True,lee_byung_se,sales,1,0.0,0.16,0.0,0.15,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1600.0,,
utm_source_medium,12M_cohort,True,marketboro,paid_display,1,0.0,0.07,0.0,0.03,,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,700.0,,
utm_source_medium,12M_cohort,True,marketboro,paid_msg,1,0.0,0.26,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2600.0,,
utm_source_medium,12M_cohort,True,officener,partner,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,58.0
utm_source_medium,12M_cohort,True,overtake,paid_msg,1,0.0,0.02,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,200.0,,
utm_source_medium,12M_cohort,True,paid_search,google,1,0.0,0.03,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,300.0,0.0,85.0
utm_source_medium,12M_cohort,True,partner,afillates,1,0.0,0.01,0.0,0.01,0.01,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source_medium,12M_cohort,True,partner,nationwide_sales_firm,1,0.0,0.07,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,700.0,,
utm_source_medium,12M_cohort,True,payhere,paid_msg,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,65.0
utm_source_medium,12M_cohort,True,remember,paid_display,1,0.0,0.21,0.0,0.28,,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,2100.0,,
utm_source_medium,12M_cohort,True,shinhancard.partner,partner,1,0.0,0.03,0.0,0.03,0.03,0.01,100.0,100.0,100.0,100.0,0.0,0.0,33.33,300.0,100.0,83.0
utm_source_medium,12M_cohort,True,theshop,paid_msg,1,0.0,0.04,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,400.0,,
utm_source_medium,12M_cohort,True,tiktok,paid_display_jig,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,0.0,,
utm_source_medium,12M_cohort,True,zsoo_sales4,sales,1,0.0,0.13,0.0,0.12,0.12,0.04,100.0,100.0,100.0,100.0,0.0,0.0,30.77,1300.0,400.0,60.0
utm_source_medium,3M_recent,False,alrimtalk_manual,crm,1760,14.8,77.54,15.4,29.99,3.61,1.31,78.8,17.3,12.7,12.7,27.2,60.1,1.69,440.6,58.7,47.0
utm_source_medium,3M_recent,False,alrimtalk,crm,1389,11.7,60.0,11.9,25.34,10.48,3.67,84.0,41.5,34.8,34.8,23.3,41.9,6.12,432.0,76.0,55.8
utm_source_medium,3M_recent,False,toss.join,partner,1114,9.4,43.68,8.7,17.65,5.49,1.97,84.5,37.7,29.2,29.3,21.1,49.6,4.51,392.1,60.6,53.5
utm_source_medium,3M_recent,False,kakao,paid_display,713,6.0,24.42,4.9,10.25,0.35,0.14,80.5,4.8,3.9,3.9,20.3,75.7,0.57,342.5,50.0,26.4
utm_source_medium,3M_recent,False,kbcardlms,paid_msg,619,5.2,32.6,6.5,9.87,3.53,1.28,74.5,28.4,23.7,23.7,31.7,44.6,3.93,526.7,87.1,53.2
utm_source_medium,3M_recent,False,facebook.business,ig,584,4.9,16.07,3.2,7.45,4.24,1.48,89.0,64.7,53.9,53.9,19.0,27.1,9.21,275.2,47.0,52.6
utm_source_medium,3M_recent,False,google.adwords,paid_display,576,4.8,17.13,3.4,6.99,1.76,0.63,83.2,31.6,25.3,25.3,23.1,51.6,3.68,297.4,43.2,54.5
utm_source_medium,3M_recent,False,naver.searchad,paid_search,471,4.0,23.08,4.6,8.93,1.89,0.67,76.4,31.8,25.7,25.7,31.0,43.3,2.9,490.0,55.4,53.6
utm_source_medium,3M_recent,False,kakaobank,paid_display,386,3.2,15.43,3.1,6.12,1.84,0.65,81.3,32.9,26.2,26.2,24.9,49.0,4.21,399.7,64.4,54.9
utm_source_medium,3M_recent,False,okpos,paid_display,381,3.2,21.99,4.4,7.24,1.53,0.52,72.4,27.6,22.0,22.3,32.8,44.9,2.36,577.2,61.9,51.4
utm_source_medium,3M_recent,False,shinhancardlms,paid_msg,378,3.2,12.2,2.4,5.91,0.16,0.06,85.7,3.4,2.9,2.9,17.2,79.9,0.49,322.8,54.5,21.5
utm_source_medium,3M_recent,False,sms,sms,349,2.9,28.81,5.7,10.04,1.16,0.4,76.5,18.1,15.8,15.8,27.5,56.7,1.39,825.5,72.7,51.9
utm_source_medium,3M_recent,False,kakaopay,paid_msg,299,2.5,13.93,2.8,5.5,2.67,0.84,80.9,46.2,38.1,38.1,28.8,33.1,6.03,465.9,73.7,54.0
utm_source_medium,3M_recent,False,kakaobrandmsg,crm,266,2.2,11.17,2.2,4.7,1.37,0.47,86.5,59.4,50.4,50.4,25.6,24.1,4.21,419.9,35.1,53.4
utm_source_medium,3M_recent,False,referer,(none),256,2.2,12.23,2.4,6.63,2.15,0.6,76.6,33.6,27.3,27.3,27.0,45.7,4.91,477.7,85.7,56.7
utm_source_medium,3M_recent,False,kakaochannel,(none),218,1.8,8.13,1.6,3.83,1.1,0.42,86.7,38.1,31.7,31.7,19.7,48.6,5.17,372.9,60.9,54.5
utm_source_medium,3M_recent,False,bznav_app,(none),170,1.4,4.89,1.0,2.65,0.8,0.29,87.6,36.5,28.2,28.2,17.1,54.7,5.93,287.6,60.4,49.8
utm_source_medium,3M_recent,False,hanacardlms,paid_msg,166,1.4,10.65,2.1,3.02,0.74,0.27,75.9,28.9,25.9,25.9,31.9,42.2,2.54,641.6,62.8,56.0
utm_source_medium,3M_recent,False,zeropay,partner,146,1.2,5.71,1.1,2.1,0.42,0.15,75.3,19.2,15.8,15.8,31.5,52.7,2.63,391.1,65.2,53.2
utm_source_medium,3M_recent,False,alrimtalk.toss.join,crm,139,1.2,5.69,1.1,1.94,0.64,0.23,90.6,36.7,29.5,29.5,13.7,56.8,4.04,409.4,56.1,51.9
utm_source_medium,3M_recent,False,zaritalk,partner,121,1.0,1.12,0.2,0.62,0.23,0.08,95.0,38.0,25.6,25.6,9.1,65.3,7.14,92.6,25.8,49.7
utm_source_medium,3M_recent,False,baeminmartlms,paid_msg,118,1.0,3.79,0.8,1.46,0.44,0.16,84.7,42.4,32.2,32.2,24.6,43.2,4.22,321.2,42.1,56.1
utm_source_medium,3M_recent,False,cashnote,paid_display,109,0.9,3.06,0.6,1.19,0.32,0.11,76.1,28.4,19.3,19.3,28.4,52.3,3.59,280.7,52.4,59.1
utm_source_medium,3M_recent,False,facebook.business,{meta_manual_target_260324},105,0.9,3.84,0.8,1.6,0.09,0.03,85.7,2.9,2.9,2.9,19.0,78.1,0.78,365.7,100.0,12.3
utm_source_medium,3M_recent,False,kakaobrandmsg,paid_msg,90,0.8,1.89,0.4,0.55,0.44,0.16,86.7,70.0,56.7,56.7,24.4,18.9,8.47,210.0,31.4,58.0
utm_source_medium,3M_recent,False,hyundaicard,partner,82,0.7,2.56,0.5,0.74,0.31,0.11,76.8,32.9,28.0,28.0,29.3,42.7,4.3,312.2,47.8,53.3
utm_source_medium,3M_recent,False,facebook.business,{meta_asc_lookup_260303},78,0.7,1.93,0.4,0.91,0.15,0.05,91.0,14.1,10.3,10.3,15.4,74.4,2.59,247.4,62.5,37.5
utm_source_medium,3M_recent,False,refund_pincrux,paid_cpa,77,0.6,3.96,0.8,0.79,0.45,0.16,70.1,32.5,23.4,23.4,36.4,40.3,4.04,514.3,88.9,44.9
utm_source_medium,3M_recent,False,facebook.business,fb,62,0.5,2.15,0.4,0.93,0.73,0.27,85.5,67.7,58.1,58.1,21.0,21.0,12.56,346.8,75.0,51.9
utm_source_medium,3M_recent,False,cashnote,paid_msg,56,0.5,3.25,0.6,1.02,0.24,0.09,76.8,32.1,28.6,28.6,26.8,44.6,2.77,580.4,56.2,54.5
utm_source_medium,3M_recent,False,facebook.business,{{site_source_name}},53,0.4,1.82,0.4,0.84,0.68,0.22,86.8,62.3,45.3,45.3,24.5,30.2,12.09,343.4,91.7,55.7
utm_source_medium,3M_recent,False,kakaochannel,organic,51,0.4,1.32,0.3,0.35,0.0,0.0,78.4,2.0,2.0,2.0,23.5,74.5,0.0,258.8,0.0,9.0
utm_source_medium,3M_recent,False,partner,affillates,47,0.4,4.87,1.0,3.78,0.32,0.09,93.6,40.4,27.7,27.7,14.9,57.4,1.85,1036.2,69.2,50.6
utm_source_medium,3M_recent,False,facebook.business,{meta_asc_completeregistration_251208},46,0.4,1.09,0.2,0.6,0.06,0.02,84.8,4.3,4.3,4.3,17.4,78.3,1.83,237.0,100.0,12.5
utm_source_medium,3M_recent,False,smartbill,paid_msg,46,0.4,2.2,0.4,0.4,0.05,0.02,37.0,13.0,13.0,13.0,54.3,32.6,0.91,478.3,33.3,56.3
utm_source_medium,3M_recent,False,kakaopay,paid_display,45,0.4,3.38,0.7,0.53,0.28,0.09,82.2,55.6,46.7,46.7,24.4,28.9,2.66,751.1,42.9,55.9
utm_source_medium,3M_recent,False,google.adwords,paid_search,40,0.3,1.97,0.4,0.62,0.33,0.12,57.5,25.0,25.0,25.0,42.5,32.5,6.09,492.5,120.0,51.0
utm_source_medium,3M_recent,False,share,organic,33,0.3,1.5,0.3,0.4,0.1,0.03,75.8,36.4,36.4,36.4,33.3,30.3,2.0,454.5,25.0,48.1
utm_source_medium,3M_recent,False,okpos,paid_msg,32,0.3,1.72,0.3,0.64,0.37,0.14,75.0,62.5,56.2,56.2,34.4,9.4,8.14,537.5,77.8,61.2
utm_source_medium,3M_recent,False,buzzvil,paid_cpa,21,0.2,0.18,0.0,0.16,0.1,0.04,100.0,42.9,33.3,33.3,0.0,66.7,22.22,85.7,57.1,42.7
utm_source_medium,3M_recent,False,bznav.homepage,organic,16,0.1,0.96,0.2,0.51,0.38,0.13,87.5,43.8,50.0,50.0,12.5,37.5,13.54,600.0,162.5,56.1
utm_source_medium,3M_recent,False,channeltalk,refund_operation,15,0.1,0.9,0.2,0.29,0.02,0.01,80.0,26.7,26.7,26.7,20.0,53.3,1.11,600.0,25.0,51.8
utm_source_medium,3M_recent,False,yogiyo,partner,14,0.1,0.67,0.1,0.42,,,92.9,0.0,0.0,0.0,7.1,92.9,0.0,478.6,,
utm_source_medium,3M_recent,False,docple,paid_display,13,0.1,2.13,0.4,1.67,0.29,0.11,84.6,15.4,15.4,15.4,23.1,61.5,5.16,1638.5,550.0,26.5
utm_source_medium,3M_recent,False,pass,partner,10,0.1,0.34,0.1,0.08,0.01,0.0,80.0,20.0,20.0,20.0,20.0,60.0,0.0,340.0,0.0,49.0
utm_source_medium,3M_recent,False,barogo,partner,9,0.1,0.14,0.0,0.08,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,155.6,,
utm_source_medium,3M_recent,False,facebook.business,{{{adset.name}}},9,0.1,0.18,0.0,0.08,,0.0,88.9,0.0,0.0,0.0,11.1,88.9,0.0,200.0,,
utm_source_medium,3M_recent,False,tiktok,paid_display,9,0.1,0.52,0.1,0.08,0.07,0.03,77.8,55.6,44.4,44.4,33.3,22.2,5.77,577.8,75.0,68.0
utm_source_medium,3M_recent,False,facebook.business,{meta_jhy.lookup_260304},8,0.1,0.24,0.0,0.16,0.02,0.01,100.0,12.5,0.0,0.0,0.0,100.0,4.17,300.0,,
utm_source_medium,3M_recent,False,imbank,partner,8,0.1,0.06,0.0,0.06,,,100.0,0.0,0.0,0.0,12.5,87.5,0.0,75.0,,
utm_source_medium,3M_recent,False,banksalad,partner,7,0.1,0.07,0.0,0.04,0.02,0.01,71.4,57.1,42.9,42.9,28.6,28.6,14.29,100.0,33.3,52.3
utm_source_medium,3M_recent,False,facebook.business,th,7,0.1,0.1,0.0,0.06,0.06,0.02,85.7,85.7,71.4,71.4,14.3,14.3,20.0,142.9,40.0,59.4
utm_source_medium,3M_recent,False,hpointlms,paid_msg,7,0.1,1.01,0.2,0.17,0.17,0.06,57.1,57.1,42.9,42.9,42.9,14.3,5.94,1442.9,200.0,62.3
utm_source_medium,3M_recent,False,baropharm,partner,6,0.1,0.29,0.1,0.03,,,33.3,0.0,0.0,0.0,83.3,16.7,0.0,483.3,,
utm_source_medium,3M_recent,False,helpcenter,organic,5,0.0,0.22,0.0,0.06,0.01,0.0,40.0,20.0,40.0,40.0,40.0,20.0,0.0,440.0,0.0,51.0
utm_source_medium,3M_recent,False,naver_smartplace,partner,5,0.0,0.27,0.1,0.05,0.01,0.0,80.0,20.0,20.0,20.0,20.0,60.0,0.0,540.0,0.0,61.0
utm_source_medium,3M_recent,False,paybooc,partner,5,0.0,0.05,0.0,0.06,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source_medium,3M_recent,False,care_service,organic,4,0.0,0.04,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source_medium,3M_recent,False,email,email,3,0.0,0.14,0.0,,,0.0,0.0,0.0,0.0,0.0,66.7,33.3,0.0,466.7,,
utm_source_medium,3M_recent,False,kakao,kakao_talk,3,0.0,0.07,0.0,0.06,0.02,0.01,100.0,33.3,33.3,33.3,66.7,0.0,14.29,233.3,100.0,50.0
utm_source_medium,3M_recent,False,kakaochannel,ownedmedia,3,0.0,0.04,0.0,0.02,0.02,0.01,100.0,100.0,66.7,66.7,0.0,33.3,25.0,133.3,50.0,55.5
utm_source_medium,3M_recent,False,adison.offerwall,paid_cpa,2,0.0,0.05,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,250.0,,
utm_source_medium,3M_recent,False,bznav_lms,refund_operation,2,0.0,0.43,0.1,0.22,0.15,0.06,100.0,50.0,50.0,50.0,0.0,50.0,13.95,2150.0,600.0,43.0
utm_source_medium,3M_recent,False,google.adwords,(none),2,0.0,0.04,0.0,0.04,,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,,
utm_source_medium,3M_recent,False,naver.performance_da,paid_display,2,0.0,0.08,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,400.0,0.0,50.0
utm_source_medium,3M_recent,False,sms,refund_operation,2,0.0,0.51,0.1,0.17,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,2550.0,,
utm_source_medium,3M_recent,False,youtube,ownedmedia,2,0.0,0.04,0.0,0.04,0.0,0.0,100.0,50.0,50.0,50.0,50.0,0.0,0.0,200.0,0.0,47.0
utm_source_medium,3M_recent,False,(none),(none),1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,,0.0,0.0,-933.0
utm_source_medium,3M_recent,False,apti,partner,1,0.0,0.03,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,300.0,,
utm_source_medium,3M_recent,False,bznav,recommend_link,1,0.0,0.55,0.1,0.17,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,5500.0,,
utm_source_medium,3M_recent,False,cafe_naver,paid_display,1,0.0,0.15,0.0,0.11,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1500.0,,
utm_source_medium,3M_recent,False,cfr_share,share_btn_click,1,0.0,0.04,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,400.0,,
utm_source_medium,3M_recent,False,dabangpro,paid_display,1,0.0,0.01,0.0,0.01,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source_medium,3M_recent,False,facebook.business,{meta_manual_target_260210},1,0.0,0.01,0.0,0.01,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source_medium,3M_recent,False,instagram,(none),1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,66.0
utm_source_medium,3M_recent,False,kakaopay,partner,1,0.0,0.0,0.0,0.0,,,100.0,0.0,0.0,0.0,0.0,100.0,,0.0,,
utm_source_medium,3M_recent,False,kbcardevent,partner,1,0.0,0.09,0.0,0.05,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,900.0,,
utm_source_medium,3M_recent,False,tnk,paid_cpa,1,0.0,0.01,0.0,0.01,0.01,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source_medium,1M_recent,False,alrimtalk_manual,crm,772,19.5,32.64,20.9,14.65,0.5,0.18,76.7,1.3,1.2,1.2,25.5,73.3,0.55,422.8,200.0,18.7
utm_source_medium,1M_recent,False,kakao,paid_display,560,14.2,18.8,12.0,7.25,0.05,0.02,79.1,2.0,1.6,1.6,20.4,78.0,0.11,335.7,22.2,14.6
utm_source_medium,1M_recent,False,alrimtalk,crm,358,9.1,14.08,9.0,6.44,0.05,0.02,84.9,1.1,0.8,0.8,16.2,83.0,0.14,393.3,66.7,8.3
utm_source_medium,1M_recent,False,shinhancardlms,paid_msg,273,6.9,6.89,4.4,3.27,0.08,0.03,85.3,2.2,2.2,2.2,16.5,81.3,0.44,252.4,50.0,14.3
utm_source_medium,1M_recent,False,kbcardlms,paid_msg,262,6.6,12.51,8.0,3.86,0.01,0.0,75.2,0.4,0.4,0.4,26.7,72.9,0.0,477.5,0.0,8.0
utm_source_medium,1M_recent,False,toss.join,partner,243,6.1,11.88,7.6,4.26,0.02,0.01,82.3,0.8,0.8,0.8,19.8,79.4,0.08,488.9,50.0,18.5
utm_source_medium,1M_recent,False,google.adwords,paid_display,184,4.7,5.09,3.3,2.13,0.02,0.01,77.2,1.6,1.1,1.1,22.8,76.1,0.2,276.6,50.0,19.5
utm_source_medium,1M_recent,False,sms,sms,168,4.2,13.03,8.3,6.16,0.06,0.02,78.0,2.4,1.8,1.8,23.2,75.0,0.15,775.6,66.7,20.7
utm_source_medium,1M_recent,False,naver.searchad,paid_search,144,3.6,6.37,4.1,2.77,0.0,0.0,72.9,0.7,0.7,0.7,29.2,70.1,0.0,442.4,0.0,10.0
utm_source_medium,1M_recent,False,facebook.business,{meta_manual_target_260324},105,2.7,3.84,2.5,1.6,0.09,0.03,85.7,2.9,2.9,2.9,19.0,78.1,0.78,365.7,100.0,12.3
utm_source_medium,1M_recent,False,okpos,paid_display,99,2.5,3.72,2.4,2.16,0.0,0.0,76.8,1.0,0.0,0.0,24.2,75.8,0.0,375.8,,
utm_source_medium,1M_recent,False,kakaobank,paid_display,82,2.1,2.21,1.4,0.99,0.0,0.0,85.4,1.2,1.2,1.2,19.5,79.3,0.0,269.5,0.0,15.0
utm_source_medium,1M_recent,False,referer,(none),69,1.7,3.03,1.9,1.9,0.02,0.01,65.2,2.9,2.9,2.9,27.5,69.6,0.33,439.1,50.0,19.5
utm_source_medium,1M_recent,False,zeropay,partner,67,1.7,2.6,1.7,0.78,0.0,0.0,70.1,1.5,1.5,1.5,35.8,62.7,0.0,388.1,0.0,15.0
utm_source_medium,1M_recent,False,bznav_app,(none),52,1.3,1.57,1.0,0.81,,0.0,86.5,0.0,0.0,0.0,13.5,86.5,0.0,301.9,,
utm_source_medium,1M_recent,False,kakaochannel,organic,51,1.3,1.32,0.8,0.35,0.0,0.0,78.4,2.0,2.0,2.0,23.5,74.5,0.0,258.8,0.0,9.0
utm_source_medium,1M_recent,False,alrimtalk.toss.join,crm,50,1.3,0.71,0.5,0.46,0.0,0.0,92.0,2.0,2.0,2.0,14.0,84.0,0.0,142.0,0.0,13.0
utm_source_medium,1M_recent,False,kakaochannel,(none),49,1.2,1.68,1.1,0.71,0.01,0.0,89.8,2.0,2.0,2.0,14.3,83.7,0.0,342.9,0.0,20.0
utm_source_medium,1M_recent,False,hanacardlms,paid_msg,38,1.0,2.94,1.9,0.79,,,73.7,0.0,0.0,0.0,31.6,68.4,0.0,773.7,,
utm_source_medium,1M_recent,False,facebook.business,ig,35,0.9,1.4,0.9,0.31,,0.0,80.0,0.0,0.0,0.0,11.4,88.6,0.0,400.0,,
utm_source_medium,1M_recent,False,kakaopay,paid_msg,33,0.8,0.94,0.6,0.55,0.0,0.0,81.8,3.0,3.0,3.0,18.2,78.8,0.0,284.8,0.0,12.0
utm_source_medium,1M_recent,False,cashnote,paid_display,27,0.7,0.79,0.5,0.38,,0.0,63.0,0.0,0.0,0.0,29.6,70.4,0.0,292.6,,
utm_source_medium,1M_recent,False,baeminmartlms,paid_msg,22,0.6,0.55,0.4,0.19,,0.0,86.4,0.0,0.0,0.0,13.6,86.4,0.0,250.0,,
utm_source_medium,1M_recent,False,smartbill,paid_msg,20,0.5,0.83,0.5,0.2,,0.0,25.0,0.0,0.0,0.0,55.0,45.0,0.0,415.0,,
utm_source_medium,1M_recent,False,hyundaicard,partner,16,0.4,0.38,0.2,0.22,,,87.5,0.0,0.0,0.0,12.5,87.5,0.0,237.5,,
utm_source_medium,1M_recent,False,refund_pincrux,paid_cpa,16,0.4,0.52,0.3,0.15,0.0,0.0,56.2,6.2,6.2,6.2,50.0,43.8,0.0,325.0,0.0,14.0
utm_source_medium,1M_recent,False,cashnote,paid_msg,15,0.4,0.73,0.5,0.22,,,60.0,0.0,0.0,0.0,40.0,60.0,0.0,486.7,,
utm_source_medium,1M_recent,False,google.adwords,paid_search,14,0.4,0.71,0.5,0.11,,0.0,21.4,0.0,0.0,0.0,71.4,28.6,0.0,507.1,,
