dimension,window,matured,utm_source,utm_medium,deals,deals_share_pct,apply_oku,apply_share_pct,filing_oku,decision_oku,payment_oku,filing_rate_pct,decision_rate_pct,payment_rate_pct,won_rate_pct,lost_rate_pct,open_rate_pct,yield_pct,avg_apply_manwon,avg_payment_per_deal_manwon,avg_lag_days
utm_source,1M_recent,False,care_service,,2,0.1,0.02,0.0,0.02,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source,1M_recent,False,adison.offerwall,,2,0.1,0.05,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,250.0,,
utm_source,1M_recent,False,naver_smartplace,,1,0.0,0.1,0.1,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1000.0,,
utm_source,1M_recent,False,kbcardevent,,1,0.0,0.09,0.1,0.05,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,900.0,,
utm_source,1M_recent,False,email,,1,0.0,0.02,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,,
utm_source,1M_recent,False,dabangpro,,1,0.0,0.01,0.0,0.01,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_source,1M_recent,False,cafe_naver,,1,0.0,0.15,0.1,0.11,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1500.0,,
utm_source,1M_recent,False,bznav_lms,,1,0.0,0.27,0.2,0.07,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,2700.0,,
utm_source,1M_recent,False,apti,,1,0.0,0.03,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,300.0,,
utm_medium,12M_cohort,True,,partner,18246,35.8,493.61,31.0,250.75,202.78,71.06,91.4,82.0,72.1,72.5,17.8,9.8,14.4,270.5,54.0,80.5
utm_medium,12M_cohort,True,,crm,12237,24.0,354.85,22.3,180.3,142.24,49.76,89.5,78.9,73.2,73.6,20.3,6.1,14.02,290.0,55.5,84.8
utm_medium,12M_cohort,True,,paid_display,6206,12.2,173.56,10.9,73.66,58.41,20.5,87.3,76.6,68.7,69.3,22.4,8.3,11.81,279.7,48.1,86.3
utm_medium,12M_cohort,True,,paid_msg,6123,12.0,199.84,12.6,82.74,64.47,22.96,85.4,75.6,70.5,70.8,23.7,5.5,11.49,326.4,53.2,78.2
utm_medium,12M_cohort,True,,(none),3161,6.2,122.68,7.7,55.79,43.38,15.11,85.4,74.4,69.3,69.9,24.4,5.7,12.32,388.1,69.0,82.1
utm_medium,12M_cohort,True,,sms,1455,2.9,107.18,6.7,43.78,33.01,11.53,84.1,73.3,67.1,68.0,26.0,6.0,10.76,736.6,118.1,87.3
utm_medium,12M_cohort,True,,paid_search,1084,2.1,46.92,2.9,22.27,16.0,5.47,80.8,66.8,67.7,68.4,27.5,4.2,11.66,432.8,74.5,81.1
utm_medium,12M_cohort,True,,ig,731,1.4,22.05,1.4,8.32,6.57,2.31,88.0,76.6,73.1,72.9,22.6,4.5,10.48,301.6,43.3,83.8
utm_medium,12M_cohort,True,,affillates,722,1.4,25.19,1.6,12.21,8.46,2.96,87.8,79.5,71.7,72.2,19.9,7.9,11.75,348.9,57.1,84.4
utm_medium,12M_cohort,True,,organic,568,1.1,26.84,1.7,11.31,8.83,2.94,82.7,68.5,68.3,68.8,25.7,5.5,10.95,472.5,75.8,81.2
utm_medium,12M_cohort,True,,sena,147,0.3,5.97,0.4,2.86,2.53,0.91,87.8,74.1,72.1,72.1,25.9,2.0,15.24,406.1,85.8,85.5
utm_medium,12M_cohort,True,,fb,93,0.2,3.2,0.2,1.4,1.1,0.4,83.9,77.4,67.7,67.7,22.6,9.7,12.5,344.1,63.5,95.9
utm_medium,12M_cohort,True,,youtuber,51,0.1,2.43,0.2,1.21,1.02,0.31,74.5,64.7,66.7,66.7,33.3,0.0,12.76,476.5,91.2,83.1
utm_medium,12M_cohort,True,,email,38,0.1,2.35,0.1,0.55,0.52,0.13,65.8,34.2,52.6,55.3,44.7,0.0,5.53,618.4,65.0,94.3
utm_medium,12M_cohort,True,,sales,19,0.0,0.79,0.0,0.59,0.26,0.09,78.9,57.9,63.2,63.2,31.6,5.3,11.39,415.8,75.0,66.2
utm_medium,12M_cohort,True,,refund_operation,13,0.0,1.0,0.1,0.6,0.6,0.15,92.3,92.3,76.9,76.9,7.7,15.4,15.0,769.2,150.0,80.4
utm_medium,12M_cohort,True,,{{site_source_name}},11,0.0,0.15,0.0,0.13,0.11,0.04,90.9,81.8,54.5,54.5,18.2,27.3,26.67,136.4,66.7,96.7
utm_medium,12M_cohort,True,,ownedmedia,9,0.0,0.53,0.0,0.41,0.37,0.13,88.9,77.8,77.8,77.8,22.2,0.0,24.53,588.9,185.7,88.0
utm_medium,12M_cohort,True,,zsoo_accounting_firm,7,0.0,0.51,0.0,0.49,0.39,0.11,85.7,71.4,57.1,57.1,28.6,14.3,21.57,728.6,275.0,90.8
utm_medium,12M_cohort,True,,paid_cpa,7,0.0,0.31,0.0,0.05,0.01,0.0,42.9,14.3,14.3,14.3,71.4,14.3,0.0,442.9,0.0,291.0
utm_medium,12M_cohort,True,,care_organic,7,0.0,0.1,0.0,0.08,0.04,0.01,100.0,71.4,71.4,71.4,28.6,0.0,10.0,142.9,20.0,64.2
utm_medium,12M_cohort,True,,downbanner,4,0.0,0.19,0.0,0.07,0.03,0.01,50.0,25.0,25.0,25.0,75.0,0.0,5.26,475.0,100.0,63.0
utm_medium,12M_cohort,True,,blog,4,0.0,0.01,0.0,0.01,0.01,0.0,75.0,100.0,100.0,100.0,0.0,0.0,0.0,25.0,0.0,146.0
utm_medium,12M_cohort,True,,paid_display_jig,3,0.0,0.05,0.0,0.01,0.0,0.0,66.7,33.3,0.0,0.0,66.7,33.3,0.0,166.7,,
utm_medium,12M_cohort,True,,naver,2,0.0,0.11,0.0,0.04,0.04,0.01,100.0,100.0,50.0,50.0,0.0,50.0,9.09,550.0,100.0,70.0
utm_medium,12M_cohort,True,,v3,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,,0.0,0.0,66.0
utm_medium,12M_cohort,True,,th,1,0.0,0.01,0.0,0.0,,,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,,
utm_medium,12M_cohort,True,,share_btn_click,1,0.0,0.19,0.0,,,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1900.0,,
utm_medium,12M_cohort,True,,nationwide_sales_firm,1,0.0,0.07,0.0,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,700.0,,
utm_medium,12M_cohort,True,,google,1,0.0,0.03,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,300.0,0.0,85.0
utm_medium,12M_cohort,True,,bznav_main_banner,1,0.0,0.04,0.0,0.04,0.04,0.01,100.0,100.0,100.0,100.0,0.0,0.0,25.0,400.0,100.0,50.0
utm_medium,12M_cohort,True,,afillates,1,0.0,0.01,0.0,0.01,0.01,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_medium,12M_cohort,True,,(none),1,0.0,0.01,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,104.0
utm_medium,3M_recent,False,,crm,3554,29.9,154.4,30.7,61.97,16.1,5.69,81.9,30.7,24.8,24.8,25.0,50.2,3.69,434.4,64.6,53.0
utm_medium,3M_recent,False,,paid_display,2236,18.8,88.29,17.5,34.21,6.44,2.28,79.8,22.9,18.2,18.3,24.5,57.2,2.58,394.9,55.9,52.3
utm_medium,3M_recent,False,,paid_msg,1811,15.2,83.25,16.5,28.55,8.8,3.07,78.4,29.6,24.7,24.7,27.9,47.4,3.69,459.7,68.7,54.2
utm_medium,3M_recent,False,,partner,1530,12.9,55.09,10.9,22.01,6.5,2.33,84.1,34.5,26.7,26.7,21.4,51.8,4.23,360.1,57.1,53.2
utm_medium,3M_recent,False,,(none),648,5.5,25.29,5.0,13.15,4.06,1.31,82.9,35.8,29.2,29.0,21.8,49.2,5.18,390.3,69.3,48.9
utm_medium,3M_recent,False,,ig,584,4.9,16.07,3.2,7.45,4.24,1.48,89.0,64.7,53.9,53.9,19.0,27.1,9.21,275.2,47.0,52.6
utm_medium,3M_recent,False,,paid_search,511,4.3,25.05,5.0,9.55,2.22,0.79,75.0,31.3,25.6,25.6,31.9,42.5,3.15,490.2,60.3,53.4
utm_medium,3M_recent,False,,sms,349,2.9,28.81,5.7,10.04,1.16,0.4,76.5,18.1,15.8,15.8,27.5,56.7,1.39,825.5,72.7,51.9
utm_medium,3M_recent,False,,organic,109,0.9,4.03,0.8,1.35,0.49,0.17,78.0,19.3,21.1,21.1,24.8,54.1,4.22,369.7,73.9,49.4
utm_medium,3M_recent,False,,{meta_manual_target_260324},105,0.9,3.84,0.8,1.6,0.09,0.03,85.7,2.9,2.9,2.9,19.0,78.1,0.78,365.7,100.0,12.3
utm_medium,3M_recent,False,,paid_cpa,101,0.9,4.19,0.8,1.0,0.56,0.2,77.2,34.7,24.8,24.8,27.7,47.5,4.77,414.9,80.0,44.3
utm_medium,3M_recent,False,,{meta_asc_lookup_260303},78,0.7,1.93,0.4,0.91,0.15,0.05,91.0,14.1,10.3,10.3,15.4,74.4,2.59,247.4,62.5,37.5
utm_medium,3M_recent,False,,fb,62,0.5,2.15,0.4,0.93,0.73,0.27,85.5,67.7,58.1,58.1,21.0,21.0,12.56,346.8,75.0,51.9
utm_medium,3M_recent,False,,{{site_source_name}},53,0.4,1.82,0.4,0.84,0.68,0.22,86.8,62.3,45.3,45.3,24.5,30.2,12.09,343.4,91.7,55.7
utm_medium,3M_recent,False,,affillates,47,0.4,4.87,1.0,3.78,0.32,0.09,93.6,40.4,27.7,27.7,14.9,57.4,1.85,1036.2,69.2,50.6
utm_medium,3M_recent,False,,{meta_asc_completeregistration_251208},46,0.4,1.09,0.2,0.6,0.06,0.02,84.8,4.3,4.3,4.3,17.4,78.3,1.83,237.0,100.0,12.5
utm_medium,3M_recent,False,,refund_operation,19,0.2,1.84,0.4,0.69,0.17,0.06,84.2,26.3,26.3,26.3,15.8,57.9,3.26,968.4,120.0,50.0
utm_medium,3M_recent,False,,{{{adset.name}}},9,0.1,0.18,0.0,0.08,,0.0,88.9,0.0,0.0,0.0,11.1,88.9,0.0,200.0,,
utm_medium,3M_recent,False,,{meta_jhy.lookup_260304},8,0.1,0.24,0.0,0.16,0.02,0.01,100.0,12.5,0.0,0.0,0.0,100.0,4.17,300.0,,
utm_medium,3M_recent,False,,th,7,0.1,0.1,0.0,0.06,0.06,0.02,85.7,85.7,71.4,71.4,14.3,14.3,20.0,142.9,40.0,59.4
utm_medium,3M_recent,False,,ownedmedia,5,0.0,0.07,0.0,0.05,0.02,0.01,100.0,80.0,60.0,60.0,20.0,20.0,14.29,140.0,33.3,52.7
utm_medium,3M_recent,False,,kakao_talk,3,0.0,0.07,0.0,0.06,0.02,0.01,100.0,33.3,33.3,33.3,66.7,0.0,14.29,233.3,100.0,50.0
utm_medium,3M_recent,False,,email,3,0.0,0.14,0.0,,,0.0,0.0,0.0,0.0,0.0,66.7,33.3,0.0,466.7,,
utm_medium,3M_recent,False,,{meta_manual_target_260210},1,0.0,0.01,0.0,0.01,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,
utm_medium,3M_recent,False,,share_btn_click,1,0.0,0.04,0.0,0.03,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,400.0,,
utm_medium,3M_recent,False,,recommend_link,1,0.0,0.55,0.1,0.17,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,5500.0,,
utm_medium,1M_recent,False,,crm,1182,29.9,47.45,30.4,21.57,0.55,0.2,79.9,1.3,1.1,1.1,22.2,76.7,0.42,401.4,153.8,15.8
utm_medium,1M_recent,False,,paid_display,957,24.2,31.07,19.9,13.24,0.08,0.03,78.7,1.7,1.3,1.3,21.3,77.4,0.1,324.7,25.0,15.4
utm_medium,1M_recent,False,,paid_msg,663,16.8,25.37,16.2,9.07,0.09,0.03,78.1,1.2,1.2,1.2,23.1,75.7,0.12,382.7,37.5,13.3
utm_medium,1M_recent,False,,partner,384,9.7,16.64,10.7,6.07,0.02,0.01,81.0,0.8,0.8,0.8,21.9,77.3,0.06,433.3,33.3,17.3
utm_medium,1M_recent,False,,(none),172,4.3,6.32,4.0,3.46,0.03,0.01,78.5,1.7,1.7,1.7,19.2,79.1,0.16,367.4,33.3,19.7
utm_medium,1M_recent,False,,sms,168,4.2,13.03,8.3,6.16,0.06,0.02,78.0,2.4,1.8,1.8,23.2,75.0,0.15,775.6,66.7,20.7
utm_medium,1M_recent,False,,paid_search,158,4.0,7.08,4.5,2.88,0.0,0.0,68.4,0.6,0.6,0.6,32.9,66.5,0.0,448.1,0.0,10.0
utm_medium,1M_recent,False,,{meta_manual_target_260324},105,2.7,3.84,2.5,1.6,0.09,0.03,85.7,2.9,2.9,2.9,19.0,78.1,0.78,365.7,100.0,12.3
utm_medium,1M_recent,False,,organic,68,1.7,1.77,1.1,0.67,0.0,0.0,73.5,1.5,1.5,1.5,26.5,72.1,0.0,260.3,0.0,9.0
utm_medium,1M_recent,False,,ig,35,0.9,1.4,0.9,0.31,,0.0,80.0,0.0,0.0,0.0,11.4,88.6,0.0,400.0,,
utm_medium,1M_recent,False,,paid_cpa,26,0.7,0.61,0.4,0.23,0.0,0.0,73.1,3.8,3.8,3.8,30.8,65.4,0.0,234.6,0.0,14.0
utm_medium,1M_recent,False,,{meta_asc_completeregistration_251208},10,0.3,0.16,0.1,0.08,,,90.0,0.0,0.0,0.0,10.0,90.0,0.0,160.0,,
utm_medium,1M_recent,False,,refund_operation,9,0.2,0.95,0.6,0.28,0.0,0.0,88.9,11.1,11.1,11.1,11.1,77.8,0.0,1055.6,0.0,13.0
utm_medium,1M_recent,False,,affillates,8,0.2,0.28,0.2,1.53,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,350.0,,
utm_medium,1M_recent,False,,{{{adset.name}}},5,0.1,0.15,0.1,0.06,,0.0,80.0,0.0,0.0,0.0,20.0,80.0,0.0,300.0,,
utm_medium,1M_recent,False,,{{site_source_name}},2,0.1,0.01,0.0,0.01,,,100.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,,
utm_medium,1M_recent,False,,fb,2,0.1,0.05,0.0,0.02,,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,250.0,,
utm_medium,1M_recent,False,,email,1,0.0,0.02,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,,
utm_source_medium,12M_cohort,True,toss.join,partner,16338,32.1,429.93,27.0,223.24,182.14,63.79,91.9,82.8,72.3,72.8,17.0,10.3,14.84,263.1,54.0,80.5
utm_source_medium,12M_cohort,True,alrimtalk,crm,11572,22.7,332.26,20.9,170.58,135.26,47.31,89.4,78.8,73.2,73.6,20.4,6.0,14.24,287.1,55.9,85.6
utm_source_medium,12M_cohort,True,kakaobank,paid_display,2681,5.3,64.21,4.0,32.32,25.78,9.02,91.8,82.1,74.9,75.5,17.2,7.4,14.05,239.5,44.9,83.4
utm_source_medium,12M_cohort,True,referer,(none),1857,3.6,82.51,5.2,36.65,28.64,9.96,84.9,73.8,68.9,69.7,24.8,5.5,12.07,444.3,77.8,82.1
utm_source_medium,12M_cohort,True,kbcardlms,paid_msg,1805,3.5,72.03,4.5,32.14,24.3,8.73,83.5,73.9,68.8,69.3,25.5,5.2,12.12,399.1,70.3,78.3
utm_source_medium,12M_cohort,True,google.adwords,paid_display,1471,2.9,45.7,2.9,16.02,13.02,4.56,81.4,70.8,62.8,63.6,27.3,9.1,9.98,310.7,49.4,87.3
utm_source_medium,12M_cohort,True,shinhancardlms,paid_msg,1470,2.9,33.47,2.1,13.44,11.53,4.16,91.2,84.1,80.1,80.1,15.4,4.5,12.43,227.7,35.3,72.5
utm_source_medium,12M_cohort,True,sms,sms,1455,2.9,107.18,6.7,43.78,33.01,11.53,84.1,73.3,67.1,68.0,26.0,6.0,10.76,736.6,118.1,87.3
utm_source_medium,12M_cohort,True,hanacardlms,paid_msg,1222,2.4,41.05,2.6,16.71,13.27,4.64,84.7,75.0,68.3,68.6,24.8,6.6,11.3,335.9,55.6,84.2
utm_source_medium,12M_cohort,True,kakaochannel,(none),1222,2.4,37.18,2.3,17.87,13.74,4.84,87.5,76.9,70.7,71.2,22.7,6.1,13.02,304.3,56.0,81.7
utm_source_medium,12M_cohort,True,naver.searchad,paid_search,1003,2.0,44.15,2.8,20.98,14.97,5.15,81.9,68.0,68.5,69.2,26.3,4.5,11.66,440.2,75.0,80.6
utm_source_medium,12M_cohort,True,facebook.business,ig,731,1.4,22.05,1.4,8.32,6.57,2.31,88.0,76.6,73.1,72.9,22.6,4.5,10.48,301.6,43.3,83.8
utm_source_medium,12M_cohort,True,partner,affillates,722,1.4,25.19,1.6,12.21,8.46,2.96,87.8,79.5,71.7,72.2,19.9,7.9,11.75,348.9,57.1,84.4
utm_source_medium,12M_cohort,True,wooricardlms,paid_msg,686,1.3,22.21,1.4,9.37,7.54,2.65,83.1,73.3,67.8,68.1,25.8,6.1,11.93,323.8,57.0,84.5
utm_source_medium,12M_cohort,True,cashnote,paid_display,676,1.3,18.84,1.2,7.27,5.83,2.04,87.1,72.6,62.3,62.9,27.4,9.8,10.83,278.7,48.5,83.9
utm_source_medium,12M_cohort,True,zeropay,partner,666,1.3,17.48,1.1,7.75,5.91,2.11,84.1,74.6,68.6,68.9,24.8,6.3,12.07,262.5,46.2,77.7
utm_source_medium,12M_cohort,True,alrimtalk.toss.join,crm,642,1.3,21.46,1.3,9.05,6.71,2.35,92.2,81.5,75.2,75.5,18.4,6.1,10.95,334.3,48.7,72.3
utm_source_medium,12M_cohort,True,okpos,paid_display,586,1.2,23.65,1.5,9.26,7.88,2.82,78.2,66.7,61.9,62.3,32.8,4.9,11.92,403.6,77.7,88.3
utm_source_medium,12M_cohort,True,tiktok,paid_display,529,1.0,11.4,0.7,5.33,3.59,1.24,93.0,83.9,73.5,73.9,16.1,10.0,10.88,215.5,31.9,100.7
utm_source_medium,12M_cohort,True,banksalad,partner,405,0.8,22.42,1.4,9.25,6.91,2.45,82.7,69.4,65.4,65.4,30.1,4.4,10.93,553.6,92.5,84.6
utm_source_medium,12M_cohort,True,bznav.homepage,organic,194,0.4,9.75,0.6,4.62,3.54,1.14,70.1,51.0,57.2,57.7,37.6,4.6,11.69,502.6,102.7,85.9
utm_source_medium,12M_cohort,True,imbank,partner,194,0.4,5.0,0.3,2.61,2.09,0.74,88.7,77.8,73.2,73.2,20.1,6.7,14.8,257.7,52.1,77.2
utm_source_medium,12M_cohort,True,kakaobrandmsg,paid_msg,189,0.4,3.66,0.2,1.14,0.8,0.29,91.5,78.3,70.9,70.9,21.2,7.9,7.92,193.7,21.6,76.2
utm_source_medium,12M_cohort,True,cashnote,paid_msg,182,0.4,11.06,0.7,3.84,2.51,0.87,70.3,53.3,50.0,50.5,45.1,4.4,7.87,607.7,95.6,84.9
utm_source_medium,12M_cohort,True,app_bznav,organic,180,0.4,9.36,0.6,3.22,2.88,1.01,91.1,78.3,76.1,76.7,18.3,5.0,10.79,520.0,73.7,79.1
utm_source_medium,12M_cohort,True,yogiyo,partner,159,0.3,4.81,0.3,1.79,1.57,0.54,88.1,76.1,69.8,71.1,22.6,6.3,11.23,302.5,48.6,89.4
utm_source_medium,12M_cohort,True,sena,sena,147,0.3,5.97,0.4,2.86,2.53,0.91,87.8,74.1,72.1,72.1,25.9,2.0,15.24,406.1,85.8,85.5
utm_source_medium,12M_cohort,True,okpos,paid_msg,132,0.3,3.21,0.2,1.49,1.1,0.39,87.1,70.5,68.2,68.2,28.8,3.0,12.15,243.2,43.3,82.0
utm_source_medium,12M_cohort,True,atlantruck,paid_msg,131,0.3,1.33,0.1,0.7,0.65,0.22,99.2,93.1,84.0,83.2,8.4,8.4,16.54,101.5,20.0,77.0
utm_source_medium,12M_cohort,True,refund_pincrux,paid_display,130,0.3,3.2,0.2,1.17,1.07,0.38,85.4,75.4,59.2,60.8,23.1,16.2,11.88,246.2,49.4,90.0
utm_source_medium,12M_cohort,True,share,organic,130,0.3,5.62,0.4,2.19,1.53,0.49,88.5,78.5,70.8,71.5,20.0,8.5,8.72,432.3,53.3,80.5
utm_source_medium,12M_cohort,True,zaritalk,partner,124,0.2,0.52,0.0,0.36,0.3,0.11,99.2,84.7,82.3,82.3,12.9,4.8,21.15,41.9,10.8,72.9
utm_source_medium,12M_cohort,True,kakaopay,paid_msg,99,0.2,3.0,0.2,1.1,0.86,0.31,81.8,67.7,57.6,58.6,31.3,10.1,10.33,303.0,54.4,66.2
utm_source_medium,12M_cohort,True,facebook.business,fb,93,0.2,3.2,0.2,1.4,1.1,0.4,83.9,77.4,67.7,67.7,22.6,9.7,12.5,344.1,63.5,95.9
utm_source_medium,12M_cohort,True,partner,partner,87,0.2,3.83,0.2,2.05,0.93,0.31,83.9,75.9,69.0,69.0,24.1,6.9,8.09,440.2,51.7,78.7
utm_source_medium,12M_cohort,True,ktlms,paid_msg,85,0.2,3.23,0.2,0.96,0.84,0.31,82.4,69.4,65.9,65.9,30.6,3.5,9.6,380.0,55.4,61.5
utm_source_medium,12M_cohort,True,google.adwords,paid_search,81,0.2,2.78,0.2,1.3,1.03,0.32,67.9,51.9,58.0,58.0,42.0,0.0,11.51,343.2,68.1,88.5
utm_source_medium,12M_cohort,True,barogo,partner,74,0.1,1.3,0.1,0.56,0.37,0.13,91.9,74.3,68.9,67.6,27.0,5.4,10.0,175.7,25.5,86.2
utm_source_medium,12M_cohort,True,smartbill,paid_msg,73,0.1,3.41,0.2,1.19,0.64,0.22,50.7,34.2,42.5,42.5,54.8,2.7,6.45,467.1,71.0,75.6
utm_source_medium,12M_cohort,True,naver_smartplace,partner,55,0.1,2.61,0.2,1.14,0.84,0.28,89.1,74.5,72.7,72.7,25.5,1.8,10.73,474.5,70.0,81.5
utm_source_medium,12M_cohort,True,partner,youtuber,51,0.1,2.43,0.2,1.21,1.02,0.31,74.5,64.7,66.7,66.7,33.3,0.0,12.76,476.5,91.2,83.1
utm_source_medium,12M_cohort,True,(none),(none),45,0.1,1.61,0.1,0.69,0.69,0.21,53.3,37.8,46.7,46.7,48.9,4.4,13.04,357.8,100.0,81.7
utm_source_medium,12M_cohort,True,baeminmartlms,paid_msg,39,0.1,1.36,0.1,0.44,0.4,0.15,84.6,74.4,66.7,69.2,23.1,7.7,11.03,348.7,57.7,70.2
utm_source_medium,12M_cohort,True,email,email,38,0.1,2.35,0.1,0.55,0.52,0.13,65.8,34.2,52.6,55.3,44.7,0.0,5.53,618.4,65.0,94.3
utm_source_medium,12M_cohort,True,finda,partner,38,0.1,1.67,0.1,0.59,0.57,0.2,89.5,84.2,78.9,78.9,15.8,5.3,11.98,439.5,66.7,63.7
utm_source_medium,12M_cohort,True,toss.partner,partner,36,0.1,2.79,0.2,0.66,0.5,0.18,86.1,66.7,63.9,63.9,33.3,2.8,6.45,775.0,78.3,52.6
utm_source_medium,12M_cohort,True,helpcenter,organic,28,0.1,1.49,0.1,0.95,0.59,0.21,78.6,60.7,67.9,67.9,28.6,3.6,14.09,532.1,110.5,67.7
utm_source_medium,12M_cohort,True,kakaopay,paid_display,25,0.0,0.86,0.1,0.24,0.19,0.07,84.0,76.0,68.0,68.0,24.0,8.0,8.14,344.0,41.2,93.4
utm_source_medium,12M_cohort,True,kbcardevent,partner,23,0.0,0.45,0.0,0.15,0.14,0.05,91.3,78.3,78.3,78.3,21.7,0.0,11.11,195.7,27.8,72.4
utm_source_medium,12M_cohort,True,signalplanner,partner,23,0.0,0.21,0.0,0.11,0.1,0.03,100.0,91.3,91.3,91.3,8.7,0.0,14.29,91.3,14.3,72.7
utm_source_medium,12M_cohort,True,samsungcard,paid_display,21,0.0,0.67,0.0,0.09,0.09,0.03,71.4,66.7,61.9,61.9,33.3,4.8,4.48,319.0,23.1,58.2
utm_source_medium,12M_cohort,True,cafe_naver,paid_display,19,0.0,1.89,0.1,0.68,0.31,0.11,63.2,57.9,52.6,52.6,42.1,5.3,5.82,994.7,110.0,78.7
utm_source_medium,12M_cohort,True,facebook.business,paid_display,16,0.0,0.5,0.0,0.29,0.28,0.1,93.8,81.2,81.2,81.2,12.5,6.2,20.0,312.5,76.9,82.1
utm_source_medium,12M_cohort,True,care_kakaochannel,organic,15,0.0,0.33,0.0,0.17,0.13,0.04,93.3,80.0,73.3,73.3,20.0,6.7,12.12,220.0,36.4,80.2
utm_source_medium,12M_cohort,True,taehoonkim,sales,15,0.0,0.46,0.0,0.31,0.13,0.04,80.0,53.3,60.0,60.0,33.3,6.7,8.7,306.7,44.4,70.3
utm_source_medium,12M_cohort,True,naverpay,paid_display,13,0.0,0.35,0.0,0.38,0.19,0.07,100.0,76.9,69.2,69.2,15.4,15.4,20.0,269.2,77.8,73.3
utm_source_medium,12M_cohort,True,bznav_app,(none),12,0.0,0.22,0.0,0.1,0.08,0.03,91.7,66.7,58.3,58.3,33.3,8.3,13.64,183.3,42.9,189.4
utm_source_medium,12M_cohort,True,care_service,organic,12,0.0,0.16,0.0,0.12,0.11,0.04,91.7,83.3,83.3,83.3,16.7,0.0,25.0,133.3,40.0,90.1
utm_source_medium,12M_cohort,True,kakao,paid_display,12,0.0,0.66,0.0,0.06,,,66.7,0.0,0.0,0.0,25.0,75.0,0.0,550.0,,
utm_source_medium,12M_cohort,True,facebook.business,{{site_source_name}},11,0.0,0.15,0.0,0.13,0.11,0.04,90.9,81.8,54.5,54.5,18.2,27.3,26.67,136.4,66.7,96.7
utm_source_medium,12M_cohort,True,lms,crm,11,0.0,0.58,0.0,0.14,0.11,0.04,45.5,45.5,36.4,36.4,54.5,9.1,6.9,527.3,100.0,54.0
utm_source_medium,12M_cohort,True,sendy,paid_display,11,0.0,0.1,0.0,0.07,0.07,0.03,100.0,100.0,90.9,90.9,0.0,9.1,30.0,90.9,30.0,64.0
utm_source_medium,12M_cohort,True,instagram,(none),9,0.0,0.45,0.0,0.28,0.05,0.02,66.7,55.6,55.6,55.6,44.4,0.0,4.44,500.0,40.0,73.2
utm_source_medium,12M_cohort,True,refund_operation,refund_operation,9,0.0,0.81,0.1,0.4,0.4,0.08,88.9,88.9,88.9,88.9,11.1,0.0,9.88,900.0,100.0,81.0
utm_source_medium,12M_cohort,True,sena,organic,9,0.0,0.13,0.0,0.05,0.05,0.02,88.9,88.9,88.9,88.9,11.1,0.0,15.38,144.4,25.0,82.3
utm_source_medium,12M_cohort,True,care_kakaochannel,care_organic,7,0.0,0.1,0.0,0.08,0.04,0.01,100.0,71.4,71.4,71.4,28.6,0.0,10.0,142.9,20.0,64.2
utm_source_medium,12M_cohort,True,friendtalk,crm,7,0.0,0.23,0.0,0.16,0.16,0.06,85.7,85.7,85.7,85.7,14.3,0.0,26.09,328.6,100.0,90.2
utm_source_medium,12M_cohort,True,hyundaicard,partner,7,0.0,0.16,0.0,0.16,0.11,0.04,85.7,71.4,71.4,71.4,14.3,14.3,25.0,228.6,80.0,160.6
utm_source_medium,12M_cohort,True,kakaochannel,ownedmedia,7,0.0,0.18,0.0,0.23,0.19,0.07,85.7,71.4,71.4,71.4,28.6,0.0,38.89,257.1,140.0,91.2
utm_source_medium,12M_cohort,True,kakaopay,partner,7,0.0,0.09,0.0,0.07,0.04,0.01,100.0,71.4,71.4,71.4,28.6,0.0,11.11,128.6,20.0,75.2
utm_source_medium,12M_cohort,True,partner,zsoo_accounting_firm,7,0.0,0.51,0.0,0.49,0.39,0.11,85.7,71.4,57.1,57.1,28.6,14.3,21.57,728.6,275.0,90.8
